LONGITUDE,LATITUDE,PB206_PB204,PB207_PB204,PB208_PB204
69.833,-24.35,17.928,15.4805,37.8815
72.433,-24.117,18.21,15.57,38.22
100.774,-23.4558,19.11,15.6005,39.265
79.942,-23.343,17.55,15.47,37.42
69.112,-21.53,18.057,15.44,37.8
55.4,-21.4,18.9268,15.6046,39.063075
68.78,-21.39,18.036,15.447,37.787
68.74,-21.36,18.034,15.445,37.772
68.76,-21.33,18.074,15.471,37.879
51.6788,-21.2945,17.68875,15.43825,37.3445
67.67,-20.27,18.294,15.495,37.946
66.83,-20.15,18.152,15.514,37.971
66.27,-19.95,18.7031,15.5717,38.7377
66.05,-19.83,18.354,15.517,38.214
65.34,-19.69,18.7927,15.5793,38.6938
65.96,-19.69,18.4241,15.5202,38.38315
65.4908,-19.6868,18.3204,15.4982,38.187
65.77,-19.68,18.5832,15.5517,38.5321
65.54,-19.66,18.7465,15.5716,38.7042
65.68,-19.65,18.7041,15.5708,38.7304
65.8438,-19.5896,18.8353,15.5581,38.8958
65.8608,-19.5848,18.409,15.5036,38.2416
65.99,-19.55,18.37155,15.5173,38.2869
65.73,-19.54,18.2873,15.51,38.1824
65.85,-19.49,18.4326,15.5255,38.3273
65.81,-19.48,18.418,15.529,38.345
65.85,-19.47,18.3854,15.51225,38.2748
65.92,-19.44,18.3043,15.5029,38.1984
65.78,-19.41,18.3893,15.5198,38.3088
66.01,-19.38,18.4491,15.5232,38.3894
65.71,-19.33,18.4823,15.52805,38.49595
65.6702,-19.2703,18.3467,15.5169,38.2827
65.56,-19.2,18.4507,15.52495,38.39925
99.2973,-19.189,18.8,15.673,38.77
65.62,-19.18,18.4883,15.524,38.4601
65.62,-19.17,18.6164,15.5444,38.6592
65.64,-19.17,18.5238,15.534,38.4662
65.66,-19.15,18.5178,15.5382,38.5127
65.79,-19.09,18.4842,15.5213,38.4556
65.56,-19.05,18.4627,15.5282,38.4533
65.5,-18.71,18.392,15.49,38.308
65.51,-18.7,18.4427,15.5351,38.4826
65.3968,-18.5386,18.4419,15.5342,38.4892
65.2972,-18.3545,18.6155,15.5567,38.7005
65.297,-18.343,18.4616,15.5537,38.542
63.64,-18.34,18.602,15.572,38.663
65.2688,-18.2966,18.5735,15.5582,38.6629
65.2293,-18.1912,18.4579,15.5388,38.5126
65.818,-17.636,18.362,15.56,38.367
66.58,-17.09,18.839,15.604,39.077
88.18,-17.023,18.79744286,15.58973214,38.99814643
66.8887,-16.9983,18.37265,15.5122,38.35655
66.74,-16.85,18.4027,15.5201,38.3376
66.7167,-16.8294,18.15065,15.4833,38.07075
66.65,-16.71,18.272,15.5059,38.231
66.5622,-16.6575,18.36385,15.5128,38.35105
66.6467,-16.6574,18.324,15.495,38.2409
66.56,-16.57,18.4885,15.5364,38.5189
110.299,-16.1445,20.45,15.745,38.015
67.3713,-15.9959,18.0957,15.4771,37.93785
117.576,-15.978,18.179,15.5278,37.771
117.575,-15.976,18.184,15.418,37.528
67.2958,-15.9061,18.0575,15.469,37.9033
67.28,-15.87,18.178,15.483,37.8805
67.28,-15.86,17.872,15.45,37.664
67.29,-15.83,18.081,15.4784,37.9478
67.1833,-15.6404,18.2923,15.5339,38.2418
67.24,-15.42,18.0383,15.4662,37.8704
66.89,-15.15,18.1161,15.4772,37.97
114.085,-15.074,17.9694,15.464,37.4964
66.6,-14.84,18.3497,15.5206,38.3769
66.27,-14.58,18.596,15.5704,38.7451
106.09,-14.249,17.4836,15.49626667,38.3428
108.496,-14.23,17.30295,15.50395,38.9943
102.172,-14.12,18.8191,15.5906,38.9396
66.08,-14.08,18.475,15.5234,38.4371
96.389,-13.606,18.8384,15.5899,39.6043
108.003,-13.388,17.8863,15.5231,38.4912
105.168,-13.36,17.2491,15.5076,38.371
105.225,-13.274,17.3023,15.5003,38.5757
66.69,-13.25,17.9054,15.4568,37.7692
61.371,-13.114,18.74933333,15.595,38.89633333
66.56,-13.04,18.1133,15.4816,37.9735
103.875,-13.036,17.806,15.5002,38.5272
66.32,-13.02,18.01,15.467,37.856
117.893,-12.9472,18.59,15.5855,38.005
66.32,-12.84,17.9895,15.4666,37.8356
107.239,-12.61,17.38,15.4872,38.0517
66.03,-12.56,18.3018,15.5168,38.2542
65.9,-12.46,18.323,15.5178,38.2136
106.65,-12.457,18.6649,15.5818,39.0976
65.933,-12.417,18.13,15.505,38.121
95.288,-12.394,18.9765,15.5838,39.4895
65.85,-12.39,18.3121,15.5284,38.3557
113.779,-12.347,19.2896,15.6271,39.2162
65.67,-12.25,18.0867,15.4878,37.9976
107.826,-12.23,17.81766667,15.53456667,37.96223333
96.651,-11.906,19.2476,15.6027,39.7417
103.241,-11.775,17.961,15.6165,38.4073
106.884,-11.761,17.9721,15.6081,38.4238
106.88,-11.737,17.9234,15.563,38.4999
103.534,-11.663,17.5894,15.642,38.5412
66.36,-11.53,18.9283,15.5899,38.7896
104.783,-11.512,17.92253333,15.65913333,38.50653333
66.35,-11.43,18.1908,15.4834,38.0137
88.718,-11.3368,18.26975,15.56825,38.713
104.783,-11.331,18.0613,15.6742,38.7054
66.49,-11.28,18.2722,15.524,38.1117
66.57,-11.27,18.1134,15.4714,38.0817
106.555,-11.263,17.63433333,15.551,38.37863333
102.304,-11.03,18.3828,15.6251,38.6193
103.617,-10.915,18.3421,15.629,38.5452
104.534,-10.908,18.0417,15.6318,38.3438
66.67,-10.85,18.1545,15.4852,37.9872
66.63,-10.82,18.13,15.471,37.865
101.812,-10.765,18.6023,15.62675,38.94305
102.176,-10.759,18.084,15.5775,38.4178
66.58,-10.71,18.1614,15.4807,37.959
105.556,-10.657,17.85215,15.5476,38.04765
105.554,-10.653,18.9331,15.64013333,39.1231
105.681,-10.642,18.8928,15.6061,38.933
105.543,-10.636,17.8683,15.54593333,38.03296667
105.544,-10.636,17.868,15.5458,38.0316
105.546,-10.636,17.869,15.5461,38.0333
105.674,-10.619,19.207,15.6364,39.2457
105.657,-10.607,18.89263333,15.6417,39.11536667
105.403,-10.54,19.2806,15.6473,39.2136
105.474,-10.514,19.56315,15.6471,39.565
61.36,-10.5,18.75966667,15.58766667,38.79233333
66.36,-10.43,18.1869,15.484,37.9913
105.7,-10.417,18.6627,15.6532,38.9456
66.3,-10.36,18.5289,15.5283,38.3874
99.491,-10.312,18.8907,15.5857,39.1474
93.8962,-10.2118,18.415,15.5755,38.425
66.8,-9.89,19.1452,15.6136,38.9996
102.699,-9.7755,18.565,15.5695,38.835
66.74,-9.76,18.1901,15.5044,37.8625
66.65,-9.61,19.1481,15.6146,39.0245
67.28,-9,17.987,15.511,37.93
68.24,-8.22,18.5331,15.5351,38.3745
68.12,-8.198,18.038,15.473,37.833
86.7917,-8.1217,18.125,15.5405,38.37
68.1,-8.06,18.0749,15.4773,37.8767
68.07,-8.01,18.188,15.5155,37.911
67.99,-7.94,18.0682,15.4757,37.8609
59.0168,-7.5453,18.668,15.576,38.59566667
68.2918,-6.3395,18.4616,15.53895,38.50445
97.373,-6.227,18.558,15.6329,38.964
68.25,-6.22,18.001,15.501,37.93
68.4978,-6.0591,18.2225,15.4946,38.0984
68.0633,-5.6521,18.32545,15.5162,38.25625
68.54,-5.38,18.067,15.456,37.87
68.62,-5.36,18.17,15.5,38.064
68.62,-5.355,18.098,15.48,37.972
68.69,-5.35,18.084,15.452,37.804
68.53,-5.28,18.1,15.474,37.9
73.3942,-4.193,18.608,15.5685,38.6445
68.33,-4.17,18.17,15.475,37.765
50.0537,-3.4873,18.486,15.51225,38.14025
67.97,-1.71,18.0255,15.474,37.7695
57.6475,-1.677,18.905,15.603,38.752
67.773,-1.658,17.991,15.453,37.793
67.61,-1.55,18.149,15.472,38.001
67.66,-1.51,18.041,15.451,37.838
67.65,-1.48,18.053,15.4705,37.8745
67.7,-1.48,18,15.443,37.781
62.47,-1.32,18.072,15.46,37.885
89.228,0.778,18.848,15.553,38.52
90.208,1.4627,18.258,15.56275,38.81025
66.8908,1.6741,18.241359,15.549494,38.320012
66.9101,1.7001,18.124997,15.508909,38.06442
66.4592,2.4941,18.33017633,15.513713,38.325173
66.6137,2.5151,18.42693188,15.52752835,38.45360515
59.87,2.73,18.22,15.5,37.94
65.4256,2.876,18.165033,15.5215,38.127209
65.7181,3.1176,18.100551,15.500062,37.988431
52.694,3.2343,18.043,15.452,37.797
63.7886,3.6644,18.080952,15.484164,37.883245
63.7658,3.6677,18.050697,15.508018,37.851529
63.7488,3.67,18.20240893,15.51483986,38.07082421
63.75,3.67,18.457,15.588,38.475
63.8242,3.6738,18.177398,15.511587,37.964363
63.6325,3.6836,18.078273,15.494797,37.944629
63.72,3.69,18.463,15.585,38.476
63.83,3.69,18.311,15.5796,38.30165
63.8307,3.69,18.018694,15.476208,37.818131
63.7205,3.6912,18.190727,15.501973,38.01042
63.8323,3.6945,18.072036,15.495767,37.959031
63.81,3.7,18.223,15.535,38.066
63.84,3.7,18.2165,15.5291,38.198
63.89,3.7,18.009,15.473,37.846
63.8182,3.701,18.197069,15.502634,38.04085
63.6573,3.7107,18.245395,15.514058,38.078938
63.9247,3.7577,17.99209,15.464125,37.808517
63.87,3.78,17.986,15.4705,37.78
62.7526,4.1615,18.19599,15.484196,37.948262
62.613,4.2623,18.19258854,15.48931732,37.96387064
62.5201,4.4399,18.20442303,15.48223877,37.96020837
62.0695,4.9752,18.165038,15.481943,37.918289
62.05,5.0616,18.17862,15.483193,37.93128
62.0416,5.0635,18.202177,15.51792014,38.03438307
73.8313,5.0815,18.4955,15.543,38.3875
62.039,5.096,18.18391,15.483646,37.944101
62.0189,5.1254,18.170972,15.495357,37.949261
62.0402,5.1369,18.130615,15.483335,37.867795
61.9726,5.1389,18.224319,15.486202,37.993722
61.9602,5.1497,18.112377,15.478544,37.89667
90.361,5.384,18.57524595,15.57086216,38.82048649
61.83,5.45,18.24,15.44,37.81
60.85,6.15,18.157,15.45,37.822
70.9837,6.5162,18.629,15.515,38.592
68.4062,7.9697,18.084,15.4965,38.0215
57.95,9.38,17.335,15.37,37.084
57.5511,9.5226,17.70905891,15.42653109,37.41066781
57.2447,9.6753,17.730998,15.451661,37.519935
57.945,9.825,17.353,15.425,37.19
57.6757,10.0227,17.61736497,15.44057578,37.47443608
57.73,10.2414,17.70840894,15.44937221,37.56959507
43.02,11.75,18.828,15.549,38.8
43.27,11.865,18.697,15.593,38.844
43.27,11.87,18.547,15.552,38.765
43.408,11.937,18.584,15.563,38.71
43.69,11.938,18.799,15.54,38.703
45.508,12.042,19.311,15.591,39.237
45.207,12.043,19.118,15.565,39.041
44.713,12.058,18.884,15.546,38.755
44.833,12.067,19.073,15.573,38.985
45.623,12.081,19.3271,15.60995,39.35645
43.933,12.083,18.579,15.477,38.337
45.731,12.089,19.41505,15.61025,39.41275
45.63,12.092,19.49025,15.6242,39.52975
46.231,12.097,19.41,15.61135,39.3816
45.853,12.102,19.38,15.616,39.42
46.223,12.125,19.0296,15.56795,38.891
45.687,12.149,19.3496,15.636,39.3625
46.288,12.155,19.405,15.599,39.371
46.708,12.27,18.745,15.533,38.549
46.754,12.28,18.86775,15.5449,38.6813
47.215,12.371,18.76425,15.5385,38.5801
47.25,12.42,18.868,15.556,38.713
47.1,12.422,18.495,15.513,38.343
47.84,12.473,18.788,15.535,38.613
47.761,12.526,18.8012,15.54445,38.61975
47.665,12.583,18.72,15.53,38.46
48.272,12.648,18.288,15.48,38.113
48.49,12.75,18.224,15.472,38.019
49.355,12.895,18.196,15.488,38.088
48.99,12.897,18.22,15.458,37.984
48.896,12.957,18.21525,15.4691,38.02795
49.393,13.038,18.299,15.483,38.146
49.693,13.157,18.474,15.518,38.341
51.02,13.213,18.403,15.508,38.318
49.973,13.263,18.425,15.504,38.256
50.323,13.288,18.351,15.491,38.26
50.692,13.337,18.269,15.454,38.099
49.805,13.362,18.272,15.448,38.079
53.58,14.368,18.425,15.522,38.277
52.683,14.392,18.482,15.512,38.288
56.422,14.465,18.473,15.512,38.312
53.908,14.483,18.548,15.508,38.327
52.408,14.65,18.341,15.491,38.178
55.712,14.74,18.506,15.528,38.354
54.8,14.75,18.4825,15.466,38.167
59.7018,16.5419,18.458,15.494,38.546
60.1297,18.7498,18.4915,15.533,38.5235
